companyName,branchName,homepage,prefecture,address,phoneNumber,fax,mailAddress,category1,category2,site,source
株式会社セントメディア コールセンター事業部,,,東京都,本社／東京都新宿区 ■支店…渋谷／東京都渋谷区 ●秋葉原／東京都千代田区 ●池袋／東京都豊島区 ●大宮／埼玉県さいたま市大宮区 ●大阪／大阪府大阪市北区 ●名古屋／愛知県名古屋市中区 他,,,cc-entry@saintmedia.co.jp,営業,テレマーケティング・コールセンター・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1671484052/nx1_rq0015713312/?fr=cp_s00700&list_disp_no=257&leadtc=n_ichiran_cst_n3_ttl
株式会社セントメディア,,,東京都,東京都新宿区新宿三丁目１番24号 京王新宿三丁目ビル３階,,,co-entry@saintmedia.co.jp,営業,テレマーケティング・コールセンター・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1671484052/nx1_rq0016101776/?fr=cp_s00700&list_disp_no=376&leadtc=n_ichiran_cst_n3_ttl
ネットディフェンス株式会社,,,東京都,□本社/東京都豊島区南池袋2-34-5 藤和第2ビル5F □大阪営業所/大阪府大阪市淀川区西中島6-7-3 第6新大阪ビル1005号,03-3980-9285,,honsha@netdefense.co.jp,営業,テレマーケティング・コールセンター・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1679138001/nx1_rq0015327570/?fr=cp_s00700&list_disp_no=2596&leadtc=n_ichiran_cst_n2_ttl
株式会社ママスクエア,,,東京都,東京本部・大阪支店 直営店／14店舗（2017年4月現在）,050-3196-8775,,yui_kikuchi@mamasquare.co.jp,営業,テレマーケティング・コールセンター・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi3497897001/nx1_rq0015220441/?fr=cp_s00700&list_disp_no=531&leadtc=n_ichiran_cst_n3_ttl
株式会社食通,,,神奈川県,神奈川県川崎市宮前区宮崎2－8－51 花林ビル本館305,044-870-6320,,misumi@syoku-2.com,営業,テレマーケティング・コールセンター・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi3541112001/nx1_rq0015415496/?fr=cp_s00700&list_disp_no=691&leadtc=n_ichiran_cst_n2_ttl
グローバルビジョナリーコンサルティング,,,東京都,本社◇東京都江東区有明3-7-26 有明フロンティアビルB棟9階 出張先◇京畿道富川市遠美区上洞Toonaビル9階,03-5530-8440,,mikio.ueda@g-vc.co.jp,営業,テレマーケティング・コールセンター・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi3593379001/nx1_rq0015150854/?fr=cp_s00700&list_disp_no=1806&leadtc=n_ichiran_cst_n3_ttl
株式会社エンジン,,,東京都,[本社]東京都豊島区東池袋1-34-5 いちご東池袋ビル6F/[メインセンター]東京都台東区東上野3-15-13 スエヒロビル4F,03-5826-8045,,saiyo@enjin.co.jp,営業,テレマーケティング・コールセンター・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi3657675001/nx1_rq0015684989/?fr=cp_s00700&list_disp_no=2732&leadtc=n_ichiran_cst_n2_ttl
アマゾンジャパン合同会社,,,不明,本社：東京都目黒区、FC：千葉県市川市/八千代市・大阪府堺市/大東市・埼玉県川越市/狭山/比企郡・佐賀県鳥栖市・岐阜県多治見市・神奈川県小田原市/川崎市・東京都大田区・兵庫県西宮市・岡山県/総社市,,,jobs-tam@amazon.co.jp,営業,テレマーケティング・コールセンター・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi2835639015/nx2_rq0015353133/?leadtc=ngen_tab-top_info
株式会社ゆい,,,不明,福岡県福岡市博多区博多駅前3-4-8 ダヴィンチ博多シティ4F,092-415-2730,,narita@yui1.co.jp,営業,テレマーケティング・コールセンター・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi3276653001/nx1_rq0015272193/?fr=cp_s00700&list_disp_no=289&leadtc=n_ichiran_cst_n4_ttl
株式会社メルカリ,,,宮城県,【仙台オフィス】宮城県仙台市青葉区本町1-12-12 ＧＭビルディング7Ｆ【東京本社】東京都港区六本木6-10-1 六本木ヒルズ森タワー18Ｆ,,,rec-cs@mercari.com,営業,テレマーケティング・コールセンター・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi3392891003/nx1_rq0015343189/?fr=cp_s00700&list_disp_no=298&leadtc=n_ichiran_cst_n4_ttl
株式会社アルドリッジ,,,東京都,本社自社ビル／東京都渋谷区恵比寿南3-11-13,03-5722-5035,,jinji@aldridge.co.jp,エンジニア（IT・Web・ゲーム・通信）,ネットワーク・サーバ設計・構築（LAN・WAN・Web系）・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0008904001/nx1_rq0015106084/?fr=cp_s00700&list_disp_no=2334&leadtc=n_ichiran_cst_n2_ttl
国立研究開発法人日本原子力研究開発機構,,,茨城県,本部／茨城県那珂郡東海村舟石川765番地1 研究開発拠点等／茨城、東京、福島、福井、兵庫、北海道、岐阜、岡山、青森 海外事務所／ワシントン、パリ、ウィーン,029-282-5726,,jinji-saiyogenkaken11@jaea.go.jp,エンジニア（IT・Web・ゲーム・通信）,ネットワーク・サーバ設計・構築（LAN・WAN・Web系）・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0146241001/nx1_rq0015344368/?fr=cp_s00700&list_disp_no=550&leadtc=n_ichiran_cst_n2_ttl
アイクラフト株式会社,,,東京都,本社、東京支店、大阪支店、姫路事業所、アイクラフトＪＰＮ株式会社、アイクラフトＪＰＮベトナム、アイクラフトＪＰＮミャンマー、アイクラフトＪＰＮモンゴル,03-6869-5039,,tokyo@icraft.jp,エンジニア（IT・Web・ゲーム・通信）,ネットワーク・サーバ設計・構築（LAN・WAN・Web系）・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1954966003/nx1_rq0015725205/?fr=cp_s00700&list_disp_no=3117&leadtc=n_ichiran_cst_n1_ttl
株式会社Polestar-ID,,,東京都,〒105-0001 東京都港区虎ノ門2-7-16 エグゼクティブタワー虎ノ門13F,03-6257-3873,,recruit@psid.co.jp,エンジニア（IT・Web・ゲーム・通信）,ネットワーク・サーバ設計・構築（LAN・WAN・Web系）・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi2666967002/nx1_rq0015737512/?fr=cp_s00700&list_disp_no=534&leadtc=n_ichiran_cst_n3_ttl
ネット・インフォメーション株式会社,,,東京都,【東京本社】〒101-0033 東京都千代田区神田岩本町1番地 峯岸ビル8階 【関西事業所】〒532-0011 大阪市淀川区西中島4-3-5 NLCセントラルビル407,03-5297-3540,,saiyo@netinf.co.jp,エンジニア（IT・Web・ゲーム・通信）,ネットワーク・サーバ設計・構築（LAN・WAN・Web系）・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi2696456002/nx1_rq0014533044/?fr=cp_s00700&list_disp_no=530&leadtc=n_ichiran_cst_n3_ttl
株式会社システム科学研究所,,,東京都,111-0041 東京都台東区元浅草2-6-6東京日産台東ビル10F,03-3845-6418,,skk@skk-pro.jp,エンジニア（IT・Web・ゲーム・通信）,パッケージソフト・ミドルウェア開発・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0567001001/nx1_rq0015709371/?fr=cp_s00700&list_disp_no=2302&leadtc=n_ichiran_cst_n2_ttl
株式会社ＮＴＴデータ信越,,,長野県,【本社所在地】長野県長野市七瀬中町161番地1 ハーモニー七瀬ビル2F 【新潟支店所在地】新潟県新潟市中央区笹口1-26-9 【東京支店所在地】東京都品川区東五反田1-21-10,026-223-7051,,saiyou@nttdata-shinetsu.co.jp,エンジニア（IT・Web・ゲーム・通信）,パッケージソフト・ミドルウェア開発・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1327453001/nx1_rq0015564767/?fr=cp_s00700&list_disp_no=357&leadtc=n_ichiran_cst_n3_ttl
有限会社システムコンサル,,,不明,宮崎県宮崎市花ヶ島１９３４番地,0985-32-3500,,y.takezaki@s-consal.com,エンジニア（IT・Web・ゲーム・通信）,パッケージソフト・ミドルウェア開発・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1661260001/nx1_rq0015578427/?fr=cp_s00700&list_disp_no=423&leadtc=n_ichiran_cst_n1_ttl
税理士法人サンハーツ,,,東京都,●高輪事務所／東京都港区高輪3-19-8 メゾン高輪201号 ●新橋事務所／東京都港区新橋5-20-3 新橋STビル2F A号室 ●ふくしま事務所／福島県須賀川市前田川字宮の前166-143,03-3445-1717,,takayuki-uchida@sun-hearts.com,専門職,ビジネスコンサルタント・シンクタンク・コンサルティングファーム,リクナビNEXT,https://next.rikunabi.com/company/cmi3451226001/nx1_rq0013995765/?fr=cp_s00700&list_disp_no=2127&leadtc=n_ichiran_cst_n2_ttl
社会保険労務士法人HRビジネスマネジメント,,,東京都,東京都港区芝公園1-2-4 STビル4階,03-5402-8491,,saiyo@hrbm.co.jp,専門職,ビジネスコンサルタント・シンクタンク・コンサルティングファーム,リクナビNEXT,https://next.rikunabi.com/company/cmi3594701001/nx1_rq0015603644/?fr=cp_s00700&list_disp_no=3016&leadtc=n_ichiran_cst_n2_ttl
電力調査株式会社,,,広島県,【本社】広島県安芸郡坂町 【営業所】広島（坂）、広島北（安佐南）、三次、尾道、倉敷、高梁、岡山、津山、山口、柳井、浜田、雲南、倉吉、善通寺、姫路※2016年5月1日開設,082-820-1125,,chik.niiki@hts.or.jp,専門職,ビジネスコンサルタント・シンクタンク・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0550098001/nx1_rq0015012550/?fr=cp_s00700&list_disp_no=199&leadtc=n_ichiran_cst_n4_ttl
あららぎ総合会計事務所,,,岐阜県,岐阜県多治見市太平町3-18,0572-24-2222,,araragi@asahinet.jp,専門職,ビジネスコンサルタント・シンクタンク・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi2970503001/nx1_rq0015553933/?fr=cp_s00700&list_disp_no=632&leadtc=n_ichiran_cst_n1_ttl
EYアドバイザリー・アンド・コンサルティング株式会社,,,東京都,本社：東京都千代田区霞が関3-2-5 霞が関ビル29階,,,recruit-eya@jp.ey.com,専門職,ビジネスコンサルタント・シンクタンク・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi3078851001/nx1_rq0015005354/?fr=cp_s00700&list_disp_no=483&leadtc=n_ichiran_cst_n4_ttl
セーレン株式会社,,,東京都,本社：東京都港区・福井市 ■生産開発拠点：福井県内(福井市・勝山市・鯖江市・坂井市) ■支社：大阪 ■支店：名古屋 ■営業所：豊田・広島・厚木・和光・浜松 ■関連会社：国内15社・海外13社,03-5411-3401,,hidekazu.suzuki@seiren.com,クリエイティブ,ファッション・インテリア・空間・プロダクトデザイン・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0102318001/nx1_rq0015000481/?fr=cp_s00700&list_disp_no=2165&leadtc=n_ichiran_cst_n2_ttl
株式会社バリュープランニング,,,不明,神戸市中央区坂口通7-2-17,078-222-7074,,hamada@valueplanning.com,クリエイティブ,ファッション・インテリア・空間・プロダクトデザイン・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1345413001/nx1_rq0015389725/?fr=cp_s00700&list_disp_no=470&leadtc=n_ichiran_cst_n3_ttl
株式会社リューズテン,,,大阪府,●本社＆アトリエ／東京都渋谷区 ●直営店（matohu 表参道本店）／東京都渋谷区,072-221-8200,,info@lewsten.com,クリエイティブ,ファッション・インテリア・空間・プロダクトデザイン・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1456670001/nx1_rq0015030459/?fr=cp_s00700&list_disp_no=1971&leadtc=n_ichiran_cst_n2_ttl
株式会社ツクルバ,,,東京都,本社／〒153-0051 東京都目黒区上目黒1-1-5 第二育良ビル 2F,,,tsukuruba@r-agent.com,クリエイティブ,ファッション・インテリア・空間・プロダクトデザイン・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi3247034002/nx2_rq0015621663/?leadtc=ngen_tab-top_info
グリーンサイエンス株式会社,,,兵庫県,兵庫県芦屋市船戸町2-1 ラポルテ西館207 ◎コモプリュスリビング芦屋店 ◎コモプリュスリビング京都店 ◎コモプリュスリビング表参道,0797-63-58821118,,info@commoplus.com,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0060846005/nx1_rq0015325768/?fr=cp_s00700&list_disp_no=1179&leadtc=n_ichiran_cst_n3_ttl
北王コンサルタント 株式会社,,,北海道,本社／帯広 事業本部／幕別 技術研究所／札幌 支社／札幌、釧路 営業所／足寄,0155-26-3775,,k-kakuta@hokuo.co.jp,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0190077001/nx1_rq0015251160/?fr=cp_s00700&list_disp_no=198&leadtc=n_ichiran_cst_n4_ttl
株式会社渡辺建築事務所,,,東京都,事務所／東京,03-3264-1444,,twaa@nifty.com,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0296155001/nx1_rq0015153625/?fr=cp_s00700&list_disp_no=3013&leadtc=n_ichiran_cst_n1_ttl
株式会社土屋建築研究所,,,東京都,【本社】東京都新宿区西新宿6-14-1新宿グリーンタワービル21F 【事業所】千葉本社（千葉市）、埼玉支所（さいたま市）、茨城支所（牛久市）、神奈川支所（厚木市）、東北支所（宮城県仙台市）,03-3345-8111,,recruit@tsuchiya-architects.co.jp,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0325662001/nx1_rq0015636055/?fr=cp_s00700&list_disp_no=725&leadtc=n_ichiran_cst_n3_ttl
株式会社エーシーイー,,,東京都,■本社/東京都中野区松が丘2-32-19 ■支店・営業所/埼玉営業所、神奈川営業所,03-3952-3171,,jinji-saiyo@ace-tokyo.com,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0354155001/nx1_rq0015387829/?fr=cp_s00700&list_disp_no=2816&leadtc=n_ichiran_cst_n1_ttl
株式会社マリモ,,,不明,■本社／広島市西区庚午北 ■支店：東京／港区虎ノ門 中部／名古屋市 横浜／横浜市 関西／大阪市北区 甲信越／長野県長野市 九州／福岡市博多区博多駅前 ■営業所：京都 ※他全国に販売事務所,082-273-7545,,kanakuchi-yuya@marimo-ai.co.jp,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0357881001/nx1_rq0015602519/?fr=cp_s00700&list_disp_no=1217&leadtc=n_ichiran_cst_n3_ttl
株式会社なんば技研,,,岡山県,本社／倉敷市玉島長尾214-1 津山支社／津山市山下9-12 奈良支社／奈良市二条大路南1-2-7 広島営業所／広島市西区己斐西町9-2,086-526-8382,,info@nanba.co.jp,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0476688001/nx1_rq0015687438/?fr=cp_s00700&list_disp_no=546&leadtc=n_ichiran_cst_n2_ttl
株式会社ラスク総合建築事務所,,,東京都,東京都文京区目白台2-6-15 カーサ・ラスク,03-6861-4257,,rsk@sepia.ocn.ne.jp,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0511433001/nx1_rq0015352110/?fr=cp_s00700&list_disp_no=2969&leadtc=n_ichiran_cst_n1_ttl
株式会社山本測量事務所,,,大阪府,大阪府四條畷市岡山4-2-8,072-878-8827,,yamasoku@kyoto.email.ne.jp,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0562263001/nx1_rq0015663319/?fr=cp_s00700&list_disp_no=430&leadtc=n_ichiran_cst_n1_ttl
藤岡コンクリート工業株式会社,,,群馬県,群馬県藤岡市小林735,0274-22-1038,,fujikonh@vesta.ocn.ne.jp,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1053290001/nx1_rq0015649449/?fr=cp_s00700&list_disp_no=410&leadtc=n_ichiran_cst_n3_ttl
株式会社 前谷建築事務所,,,不明,〒543-0011 大阪市天王寺区清水谷町7-4 クレオドーレ清水谷201,,,maetani@basil.ocn.ne.jp,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1191051001/nx1_rq0015240323/?fr=cp_s00700&list_disp_no=1344&leadtc=n_ichiran_cst_n1_ttl
株式会社 垣見設計事務所,,,愛知県,,0586-71-6641,,info@kakimi-sekkei.co.jp,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1341466001/nx1_rq0015070507/?fr=cp_s00700&list_disp_no=885&leadtc=n_ichiran_cst_n1_ttl
株式会社池田産業,,,愛知県,本社／愛知県春日井市篠木町6-1643-32 本店／岐阜県多治見市赤坂町6-2-98 名古屋営業所／愛知県名古屋市名東区亀の井3-189,0568-87-3888,,soumu@ikedasangyo.jp,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1432142001/nx1_rq0015298809/?fr=cp_s00700&list_disp_no=804&leadtc=n_ichiran_cst_n2_ttl
レックインダストリーズ株式会社,,,東京都,〒103-0004 東京都中央区東日本橋2-15-4 PMO東日本橋9F,03-5835-5885,,t-kuroiwa@leci.co.jp,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi2949282001/nx1_rq0015716111/?fr=cp_s00700&list_disp_no=815&leadtc=n_ichiran_cst_n3_ttl
株式会社ＳｅａＣｈａｌｌｅｎｇｅ,,,神奈川県,本社：神奈川県横浜市保土ケ谷区初音ケ丘43-20,045-744-9481,,y.nagai@sea-challenge.com,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi3024919001/nx1_rq0015408347/?fr=cp_s00700&list_disp_no=532&leadtc=n_ichiran_cst_n3_ttl
株式会社セキド,,,東京都,東京都国立市東1-13-27,042-505-6587,,kibushi@sekidocorp.com,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi3405232001/nx1_rq0015612744/?fr=cp_s00700&list_disp_no=1126&leadtc=n_ichiran_cst_n1_ttl
株式会社Archi Plan,,,不明,西宮市津門大塚町1-25 202,0798-22-2595,,kuwa@ap-2008.com,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi3555569001/nx1_rq0015320951/?fr=cp_s00700&list_disp_no=638&leadtc=n_ichiran_cst_n2_ttl
◎直行・直帰OK◎東証一部上場の大手ゼネコンと直取引き◎年間休日105日◎手当充実！≪有限会社中山測量≫,,,千葉県,千葉県柏市増尾台1-10-36,04-7174-9880,,nakayama-sokuryou@jcom.home.ne.jp,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1874236001/nx1_rq0015030295/?fr=cp_s00700&list_disp_no=921&leadtc=n_ichiran_cst_n2_ttl
朝日住宅センター株式会社,,,東京都,リフォーム東京店/リフォーム大阪店/リフォーム神戸店/事業部/高田馬場事業所/関西事業所,03-5322-1511,,soumu@asahi-jutaku.co.jp,技術（建築・土木）,プランニング・測量・設計・積算・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi2007653004/nx1_rq0015227905/?fr=cp_s00700&list_disp_no=762&leadtc=n_ichiran_cst_n1_ttl
小林製薬株式会社,,,不明,本社、中央研究所、工場/大阪 営業所／札幌、仙台、新潟、大宮、東京、横浜、静岡、名古屋、金沢、大阪、広島、四国、福岡【関連会社】国内／18社 海外／20社(アメリカ、イギリス、中国、シンガポール 他),,,kobayashi@r-agent.com,技術（医薬・化学・素材・食品）,医薬品関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0069150001/nx1_rq0015350116/?fr=cp_s00700&list_disp_no=648&leadtc=n_ichiran_cst_n3_ttl
武田薬品工業株式会社,,,東京都,■本社/大阪、東京 ※その他世界70ヶ国以上,,,takedayakuhin@r-agent.com,技術（医薬・化学・素材・食品）,医薬品関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0114284091/nx1_rq0015603257/?fr=cp_s00700&list_disp_no=406&leadtc=n_ichiran_cst_n1_ttl
電助システムズ株式会社,,,東京都,東京都中央区八重洲1-2-16 TGビルディング本館7F,03-6860-5901,,info@densuke.jp,技術（医薬・化学・素材・食品）,医薬品関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1742121001/nx1_rq0015150234/?fr=cp_s00700&list_disp_no=3048&leadtc=n_ichiran_cst_n1_ttl
株式会社ツーセル,,,不明,■本社／広島市南区比治山本町16番35号 広島産業文化センター11階 ■東京オフィス／東京都文京区湯島2-18-6 湯島夏目ビル3階,082-250-3138,,hakuishi-s@twocells.com,技術（医薬・化学・素材・食品）,医薬品関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi2645900001/nx1_rq0015229232/?fr=cp_s00700&list_disp_no=293&leadtc=n_ichiran_cst_n4_ttl
株式会社エスアールエル,,,東京都,【本社】東京都新宿区【主要ラボ】第1・第2八王子、第3八王子、遺伝子・染色体解析センター、MUQSラボラトリー、羽村、相模原、北海道、金沢、静岡、愛知、関西、福岡【営業拠点】北海道～沖縄まで全国にあり,042-648-3778 ※営業電話はお断りいたします。,,yoshiko.ikeda@miraca.com,専門サービス,医療サービス関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0329147071/nx1_rq0015138055/?fr=cp_s00700&list_disp_no=201&leadtc=n_ichiran_cst_n4_ttl
社会医療法人 明生会 明生第二病院,,,大阪府,大阪府大阪市都島区東野田町2-4-8 ■「明生第二病院」〒537-0024 大阪府大阪市東成区東小橋1-19-20（院長／申 性孝、133床、個室/13室、4人部屋/30室、透析室 36床）,06-6971-6100/採用担当,,sugiura@meisei2.jp,専門サービス,医療サービス関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0451978007/nx1_rq0015008210/?fr=cp_s00700&list_disp_no=1049&leadtc=n_ichiran_cst_n2_ttl
医療法人丹沢病院,,,神奈川県,神奈川県秦野市堀山下557,0463-88-2455,,9jin@tanzawahp.or.jp,専門サービス,医療サービス関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1032121001/nx1_rq0015208173/?fr=cp_s00700&list_disp_no=943&leadtc=n_ichiran_cst_n1_ttl
医療法人社団鳳和会,,,東京都,東京都江戸川区船堀３―７―２２ イリップス船堀１階,03-3675-4447,,suggy-yummy@nifty.com,専門サービス,医療サービス関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1550430001/nx1_rq0015294393/?fr=cp_s00700&list_disp_no=2683&leadtc=n_ichiran_cst_n1_ttl
国立大学法人筑波大学 つくば臨床医学研究開発機構,,,茨城県,〒305-8576 茨城県つくば市天久保2-1-1,029-853-3914,,t-credo.adm@un.tsukuba.ac.jp,専門サービス,医療サービス関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1697846016/nx1_rq0015548914/?fr=cp_s00700&list_disp_no=460&leadtc=n_ichiran_cst_n3_ttl
医療法人医聖会,,,大阪府,〒590-0075 大阪府堺市堺区南花田口町2-1-18 新堺東ビル1階,072-227-1785,,i-iseikai@jupiter.ocn.ne.jp,専門サービス,医療サービス関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi1748111001/nx1_rq0015009834/?fr=cp_s00700&list_disp_no=1056&leadtc=n_ichiran_cst_n2_ttl
パナソニック メディコムネットワークス株式会社,,,不明,本社：東京都台東区上野1-4-8 上野横山ビル1F 管理本部・営業支援本部：愛知県名古屋市中区錦1-4-6 三井生命名古屋ビル3F 他全国各地に営業所あり,052-209-9778,,employment@medicom-networks.co.jp,専門サービス,医療サービス関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi2085516013/nx1_rq0015559718/?fr=cp_s00700&list_disp_no=327&leadtc=n_ichiran_cst_n3_ttl
ＰＨＣメディコムネットワークス株式会社,,,不明,本社：東京都台東区上野1-4-8 上野横山ビル1F 管理本部・営業支援本部：愛知県名古屋市中区錦1-4-6 三井生命名古屋ビル3F 他全国各地に営業所あり,052-209-9778,,employment@mn.phchd.com,専門サービス,医療サービス関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi2085516013/nx1_rq0016399109/?fr=cp_s00700&list_disp_no=259&leadtc=n_ichiran_cst_n3_ttl
医療法人社団鐵櫻会,,,千葉県,千葉県松戸市秋山68-5,047-710-7788,,nsakurai-tky@charme-clinique.jp,専門サービス,医療サービス関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi3548522001/nx1_rq0015261372/?fr=cp_s00700&list_disp_no=980&leadtc=n_ichiran_cst_n1_ttl
九段下駅前ココクリニック,,,東京都,千代田区九段北1-2-1九段中央ビル3F,03-5212-5551,,soishii@prohealth.co.jp,専門サービス,医療サービス関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi3569623001/nx1_rq0015615920/?fr=cp_s00700&list_disp_no=3390&leadtc=n_ichiran_cst_n1_ttl
テルモ株式会社,,,東京都,◎本社／東京都渋谷区幡ヶ谷 ◎生産拠点／30ヵ所（国内8、海外22） ◎グループ会社／連結子会社96社 ※2017年3月末現在,,,terumo@r-agent.com,技術（医薬・化学・素材・食品）,医療用具関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0131786028/nx1_rq0015252915/?fr=cp_s00700&list_disp_no=491&leadtc=n_ichiran_cst_n3_ttl
京セラ株式会社,,,京都府,本社/京都 事業所/東京、千葉、横浜、大阪他全8事業所 営業所/札幌、仙台、名古屋、大阪、広島、福岡他全22営業所 工場/北海道、長野、滋賀他全15工場 研究所/横浜、京都、鹿児島に全3研究所,075-604-3670,,honsha.roumu@kyocera.jp,企画・事務・マーケティング・管理,一般事務・アシスタント・受付・秘書・その他事務関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0053263083/nx1_rq0015346636/?fr=cp_s00700&list_disp_no=709&leadtc=n_ichiran_cst_n2_ttl
株式会社アイワコーポ,,,埼玉県,本社／福島県郡山市小原田4-11-13 ◆生産本部◆福島営業所◆いわき営業所◆東京営業所◆日立事業所,,,k.ofuji@aiwacorp.co.jp,企画・事務・マーケティング・管理,一般事務・アシスタント・受付・秘書・その他事務関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0001173001/nx1_rq0015672200/?fr=cp_s00700&list_disp_no=1067&leadtc=n_ichiran_cst_n2_ttl
近畿金属株式会社,,,大阪府,,06-6782-2771,,tabata@kawnet.jp,企画・事務・マーケティング・管理,一般事務・アシスタント・受付・秘書・その他事務関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0056177001/nx1_rq0014648761/?fr=cp_s00700&list_disp_no=923&leadtc=n_ichiran_cst_n1_ttl
株式会社栗田商会,,,不明,本社：愛知県名古屋市中区上前津2-11-1,052-331-2111,,soumu@kuritashokai.co.jp,企画・事務・マーケティング・管理,一般事務・アシスタント・受付・秘書・その他事務関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0059650001/nx1_rq0015245255/?fr=cp_s00700&list_disp_no=887&leadtc=n_ichiran_cst_n1_ttl
株式会社デンテック,,,東京都,本社（東京都板橋区清水町53-5） 関連会社：有限会社テクニカ,03-3964-2011,,zinushi@dentech.co.jp,企画・事務・マーケティング・管理,一般事務・アシスタント・受付・秘書・その他事務関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0132720001/nx1_rq0015270972/?fr=cp_s00700&list_disp_no=803&leadtc=n_ichiran_cst_n3_ttl
株式会社友安製作所,,,東京都,◆大阪本社：大阪府八尾市神武町1-36 ◆東京営業所：東京都台東区浅草橋1-7-2 1F,03-5809-1754,,info@tomoyasu.co.jp,企画・事務・マーケティング・管理,一般事務・アシスタント・受付・秘書・その他事務関連・転職,リクナビNEXT,https://next.rikunabi.com/company/cmi0144594002/nx1_rq0015132998/?fr=cp_s00700&list_disp_no=2216&leadtc=n_ichiran_cst_n2_ttl
